raw_text,category,emotion,priority
I noticed unrecognized device verification looping after today's update. Could you please investigate? Please fix.,Authentication & Access,Angry,High
"pls help, unrecognized device verification looping, idk why this keeps happening.",Authentication & Access,Urgent,Critical
corporate invoice incorrect.,Billing & Subscriptions,Urgent,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that trial converted unexpectedly. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Neutral,High
"Dear Support Team,

This email is regarding enterprise seat billed twice. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Angry,High
I noticed wallet credit missing after today's update. Could you please investigate? Thank you.,Billing & Subscriptions,Confused,Critical
"pls help, tax amount incorrect, idk why this keeps happening.",Billing & Subscriptions,Frustrated,Critical
tax amount incorrect.,Billing & Subscriptions,Urgent,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that student discount not applied. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Frustrated,High
"Dear Support Team,

This email is regarding refund promised but absent. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Confused,Critical
I noticed enterprise seat billed twice after today's update. Could you please investigate? ,Billing & Subscriptions,Angry,Critical
"pls help, corporate invoice incorrect, idk why this keeps happening.",Billing & Subscriptions,Angry,High
enterprise seat billed twice.,Billing & Subscriptions,Angry,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that receipt missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Urgent,Critical
"Dear Support Team,

This email is regarding enterprise seat billed twice. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Angry,High
I noticed enterprise seat billed twice after today's update. Could you please investigate? Please fix.,Billing & Subscriptions,Confused,High
"pls help, corporate invoice incorrect, idk why this keeps happening.",Billing & Subscriptions,Frustrated,Critical
enterprise seat billed twice.,Billing & Subscriptions,Urgent,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that corporate invoice incorrect. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Angry,Critical
"Dear Support Team,

This email is regarding tax amount incorrect. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Frustrated,High
I noticed trial converted unexpectedly after today's update. Could you please investigate? Awaiting your response.,Billing & Subscriptions,Angry,Critical
"pls help, wallet credit missing, idk why this keeps happening.",Billing & Subscriptions,Neutral,Critical
wallet credit missing.,Billing & Subscriptions,Frustrated,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that wallet credit missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Frustrated,Critical
"Dear Support Team,

This email is regarding trial converted unexpectedly. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Neutral,Critical
I noticed refund promised but absent after today's update. Could you please investigate? Kindly assist.,Billing & Subscriptions,Neutral,High
"pls help, refund promised but absent, idk why this keeps happening.",Billing & Subscriptions,Neutral,High
tax amount incorrect.,Billing & Subscriptions,Confused,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that wallet credit missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Urgent,High
"Dear Support Team,

This email is regarding corporate invoice incorrect. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Confused,High
I noticed student discount not applied after today's update. Could you please investigate? Thank you.,Billing & Subscriptions,Neutral,High
"pls help, corporate invoice incorrect, idk why this keeps happening.",Billing & Subscriptions,Confused,Critical
trial converted unexpectedly.,Billing & Subscriptions,Urgent,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that receipt missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Frustrated,Critical
"Dear Support Team,

This email is regarding receipt missing. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Confused,High
I noticed refund promised but absent after today's update. Could you please investigate? Kindly assist.,Billing & Subscriptions,Neutral,Critical
"pls help, refund promised but absent, idk why this keeps happening.",Billing & Subscriptions,Frustrated,High
tax amount incorrect.,Billing & Subscriptions,Neutral,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that corporate invoice incorrect. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Billing & Subscriptions,Confused,High
"Dear Support Team,

This email is regarding tax amount incorrect. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Billing & Subscriptions,Angry,Critical
I noticed refund promised but absent after today's update. Could you please investigate? Kindly assist.,Billing & Subscriptions,Frustrated,Critical
"pls help, corporate invoice incorrect, idk why this keeps happening.",Billing & Subscriptions,Frustrated,High
course filter resets.,Platform Bugs & UI,Frustrated,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that course filter resets. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Frustrated,Medium
"Dear Support Team,

This email is regarding theme switches randomly. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Urgent,High
I noticed keyboard shortcuts stop working after today's update. Could you please investigate? ,Platform Bugs & UI,Confused,High
"pls help, screen reader navigation fails, idk why this keeps happening.",Platform Bugs & UI,Urgent,Medium
theme switches randomly.,Platform Bugs & UI,Angry,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that captions overlap controls. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Neutral,Low
"Dear Support Team,

This email is regarding calendar widget broken. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Confused,High
I noticed captions overlap controls after today's update. Could you please investigate? Please fix.,Platform Bugs & UI,Urgent,High
"pls help, calendar widget broken, idk why this keeps happening.",Platform Bugs & UI,Angry,Medium
keyboard shortcuts stop working.,Platform Bugs & UI,Angry,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that calendar widget broken. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Confused,High
"Dear Support Team,

This email is regarding keyboard shortcuts stop working. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Angry,Low
I noticed calendar widget broken after today's update. Could you please investigate? This is urgent.,Platform Bugs & UI,Neutral,Medium
"pls help, theme switches randomly, idk why this keeps happening.",Platform Bugs & UI,Frustrated,Low
discussion page hangs.,Platform Bugs & UI,Angry,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that screen reader navigation fails. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Angry,Low
"Dear Support Team,

This email is regarding keyboard shortcuts stop working. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Urgent,High
I noticed keyboard shortcuts stop working after today's update. Could you please investigate? ,Platform Bugs & UI,Urgent,High
"pls help, keyboard shortcuts stop working, idk why this keeps happening.",Platform Bugs & UI,Urgent,Medium
calendar widget broken.,Platform Bugs & UI,Frustrated,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that theme switches randomly. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Neutral,High
"Dear Support Team,

This email is regarding screen reader navigation fails. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Urgent,Low
I noticed calendar widget broken after today's update. Could you please investigate? Thank you.,Platform Bugs & UI,Urgent,Low
"pls help, theme switches randomly, idk why this keeps happening.",Platform Bugs & UI,Confused,High
calendar widget broken.,Platform Bugs & UI,Confused,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that theme switches randomly. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Angry,Medium
"Dear Support Team,

This email is regarding keyboard shortcuts stop working. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Angry,Medium
I noticed screen reader navigation fails after today's update. Could you please investigate? Kindly assist.,Platform Bugs & UI,Angry,High
"pls help, offline mode sync fails, idk why this keeps happening.",Platform Bugs & UI,Frustrated,Medium
keyboard shortcuts stop working.,Platform Bugs & UI,Urgent,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that course filter resets. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Confused,Low
"Dear Support Team,

This email is regarding discussion page hangs. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Urgent,Low
I noticed screen reader navigation fails after today's update. Could you please investigate? This is urgent.,Platform Bugs & UI,Neutral,High
"pls help, captions overlap controls, idk why this keeps happening.",Platform Bugs & UI,Confused,High
screen reader navigation fails.,Platform Bugs & UI,Frustrated,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that calendar widget broken. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Platform Bugs & UI,Neutral,Low
"Dear Support Team,

This email is regarding calendar widget broken. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Platform Bugs & UI,Frustrated,High
I noticed offline mode sync fails after today's update. Could you please investigate? Awaiting your response.,Platform Bugs & UI,Frustrated,Medium
"pls help, calendar widget broken, idk why this keeps happening.",Platform Bugs & UI,Neutral,Medium
reading order confusing.,Content & Academic,Neutral,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that exam explanation missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Frustrated,Medium
"Dear Support Team,

This email is regarding reference links dead. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Frustrated,Medium
I noticed reference links dead after today's update. Could you please investigate? Thank you.,Content & Academic,Confused,Medium
"pls help, rubric inconsistent, idk why this keeps happening.",Content & Academic,Confused,Medium
reference links dead.,Content & Academic,Neutral,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that lab instructions incomplete. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Urgent,Low
"Dear Support Team,

This email is regarding practice dataset unavailable. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Urgent,Low
I noticed practice dataset unavailable after today's update. Could you please investigate? Please fix.,Content & Academic,Frustrated,Medium
"pls help, reading order confusing, idk why this keeps happening.",Content & Academic,Frustrated,Medium
lab instructions incomplete.,Content & Academic,Confused,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that lab instructions incomplete. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Angry,Low
"Dear Support Team,

This email is regarding reading order confusing. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Frustrated,Low
I noticed rubric inconsistent after today's update. Could you please investigate? This is urgent.,Content & Academic,Frustrated,Medium
"pls help, mentor notes outdated, idk why this keeps happening.",Content & Academic,Angry,Low
mentor notes outdated.,Content & Academic,Confused,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that reference links dead. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Frustrated,Low
"Dear Support Team,

This email is regarding mentor notes outdated. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Confused,Low
I noticed translation inaccurate after today's update. Could you please investigate? Please fix.,Content & Academic,Confused,Low
"pls help, mentor notes outdated, idk why this keeps happening.",Content & Academic,Frustrated,Low
practice dataset unavailable.,Content & Academic,Urgent,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that translation inaccurate. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Urgent,Low
"Dear Support Team,

This email is regarding translation inaccurate. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Urgent,Low
I noticed translation inaccurate after today's update. Could you please investigate? Kindly assist.,Content & Academic,Angry,Low
"pls help, rubric inconsistent, idk why this keeps happening.",Content & Academic,Frustrated,Medium
rubric inconsistent.,Content & Academic,Confused,Low
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that reference links dead. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Angry,Medium
"Dear Support Team,

This email is regarding reading order confusing. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Frustrated,Low
I noticed reference links dead after today's update. Could you please investigate? Kindly assist.,Content & Academic,Urgent,Low
"pls help, reference links dead, idk why this keeps happening.",Content & Academic,Confused,Low
practice dataset unavailable.,Content & Academic,Urgent,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that exam explanation missing. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Confused,Medium
"Dear Support Team,

This email is regarding practice dataset unavailable. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Neutral,Medium
I noticed translation inaccurate after today's update. Could you please investigate? Kindly assist.,Content & Academic,Neutral,Low
"pls help, rubric inconsistent, idk why this keeps happening.",Content & Academic,Urgent,Low
mentor notes outdated.,Content & Academic,Frustrated,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that translation inaccurate. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Content & Academic,Urgent,Low
"Dear Support Team,

This email is regarding reference links dead. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Content & Academic,Angry,Medium
I noticed exam explanation missing after today's update. Could you please investigate? Thank you.,Content & Academic,Confused,Low
"pls help, translation inaccurate, idk why this keeps happening.",Content & Academic,Neutral,Low
gradebook incomplete.,Certificates & Progress,Urgent,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that gradebook incomplete. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Confused,Critical
"Dear Support Team,

This email is regarding digital badge unavailable. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Urgent,Medium
I noticed gradebook incomplete after today's update. Could you please investigate? Awaiting your response.,Certificates & Progress,Confused,High
"pls help, certificate QR invalid, idk why this keeps happening.",Certificates & Progress,Angry,High
course marked unfinished.,Certificates & Progress,Neutral,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that digital badge unavailable. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Urgent,High
"Dear Support Team,

This email is regarding transcript export failed. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Neutral,Medium
I noticed transcript export failed after today's update. Could you please investigate? ,Certificates & Progress,Frustrated,High
"pls help, gradebook incomplete, idk why this keeps happening.",Certificates & Progress,Confused,High
gradebook incomplete.,Certificates & Progress,Neutral,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that certificate QR invalid. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Neutral,Medium
"Dear Support Team,

This email is regarding certificate QR invalid. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Confused,Medium
I noticed certificate verification page unavailable after today's update. Could you please investigate? Please fix.,Certificates & Progress,Neutral,Medium
"pls help, certificate verification page unavailable, idk why this keeps happening.",Certificates & Progress,Neutral,High
learning streak reset.,Certificates & Progress,Confused,Medium
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that transcript export failed. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Neutral,High
"Dear Support Team,

This email is regarding certificate QR invalid. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Urgent,High
I noticed learning streak reset after today's update. Could you please investigate? Thank you.,Certificates & Progress,Angry,High
"pls help, digital badge unavailable, idk why this keeps happening.",Certificates & Progress,Neutral,Critical
course marked unfinished.,Certificates & Progress,Frustrated,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that certificate QR invalid. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Frustrated,High
"Dear Support Team,

This email is regarding transcript export failed. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Frustrated,High
I noticed gradebook incomplete after today's update. Could you please investigate? ,Certificates & Progress,Frustrated,High
"pls help, certificate verification page unavailable, idk why this keeps happening.",Certificates & Progress,Confused,Critical
gradebook incomplete.,Certificates & Progress,Confused,Critical
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that transcript export failed. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Frustrated,Medium
"Dear Support Team,

This email is regarding learning streak reset. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Neutral,Critical
I noticed course marked unfinished after today's update. Could you please investigate? Awaiting your response.,Certificates & Progress,Frustrated,Medium
"pls help, course marked unfinished, idk why this keeps happening.",Certificates & Progress,Confused,Critical
digital badge unavailable.,Certificates & Progress,Confused,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that certificate verification page unavailable. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Neutral,High
"Dear Support Team,

This email is regarding course marked unfinished. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Neutral,Critical
I noticed completion synced incorrectly after today's update. Could you please investigate? Thank you.,Certificates & Progress,Angry,Critical
"pls help, digital badge unavailable, idk why this keeps happening.",Certificates & Progress,Neutral,Medium
transcript export failed.,Certificates & Progress,Urgent,High
"Hello LearnSphere Support,

I hope you are doing well. I am writing to report that completion synced incorrectly. I have already tried different browsers and devices but the issue persists. Kindly look into this at the earliest.

Regards,
A learner",Certificates & Progress,Urgent,High
"Dear Support Team,

This email is regarding certificate verification page unavailable. The problem is preventing me from continuing my coursework. I would appreciate a prompt resolution.

Thank you.",Certificates & Progress,Neutral,Critical
I noticed gradebook incomplete after today's update. Could you please investigate? Thank you.,Certificates & Progress,Urgent,Critical
"pls help, course marked unfinished, idk why this keeps happening.",Certificates & Progress,Urgent,Critical
OTP never arrives.,Authentication & Access,Frustrated,Critical
"Good evening, verification keeps failing. Kindly resolve this soon.",Authentication & Access,Confused,Critical
"Hey team, I'm facing an issue where OTP never arrives. I tried another browser, but nothing changed. Please escalate if necessary.",Authentication & Access,Frustrated,Medium
"Dear LearnSphere Support,

I am writing to formally report that password reset link expired. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Confused,Critical
"Hello,

I understand technical problems can happen, but profile inaccessible. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Frustrated,Critical
"subscrption... SSO not working, plz fix. this keeps happening every time.",Authentication & Access,Confused,High
"This wasn't happening before. Since the latest update, browser sign-in mismatch. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Neutral,Medium
"I'm honestly disappointed. credentials rejected. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Angry,High
verification keeps failing.,Authentication & Access,Confused,Medium
"Hello Support, Google sign-in broken. Thank you.",Authentication & Access,Angry,Medium
"I hope you're doing well. I'm facing an issue where Apple sign-in unavailable. I checked my email spam folder, but nothing changed. Please look into this.",Authentication & Access,Angry,Critical
"Dear LearnSphere Support,

I am writing to formally report that OTP never arrives. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Frustrated,Critical
"Hello,

I understand technical problems can happen, but session expires immediately. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Urgent,High
"biling... browser sign-in mismatch, plz fix. this keeps happening every time.",Authentication & Access,Frustrated,Medium
"This wasn't happening before. Since the latest update, magic link invalid. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Neutral,Medium
"I'm honestly disappointed. magic link invalid. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Frustrated,High
verification keeps failing.,Authentication & Access,Angry,Critical
"Dear Support Team, Apple sign-in unavailable. Looking forward to your response.",Authentication & Access,Neutral,Medium
"Hello Support, I'm facing an issue where verification keeps failing. I switched devices, but nothing changed. Kindly resolve this soon.",Authentication & Access,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that unexpected security challenge. This problem has persisted for the last few days and is preventing me from using the platform effectively. I checked my email spam folder without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Urgent,Medium
"Hello,

I understand technical problems can happen, but Google sign-in broken. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Frustrated,Medium
"vid... login loop, plz fix. this keeps happening every time.",Authentication & Access,Angry,High
"This wasn't happening before. Since the latest update, password reset link expired. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Confused,Critical
"I'm honestly disappointed. Google sign-in broken. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Confused,Critical
login redirects forever.,Authentication & Access,Angry,Critical
"Dear Support Team, email verification stuck. This is affecting my learning.",Authentication & Access,Confused,Medium
"Hey team, I'm facing an issue where 2FA code invalid. I checked my email spam folder, but nothing changed. Please escalate if necessary.",Authentication & Access,Urgent,High
"Dear LearnSphere Support,

I am writing to formally report that Apple sign-in unavailable. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Confused,Critical
"Hello,

I understand technical problems can happen, but login redirects forever. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Frustrated,Medium
"pasword... OTP never arrives, plz fix. this keeps happening every time.",Authentication & Access,Confused,Critical
"This wasn't happening before. Since the latest update, account disappeared. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Urgent,Medium
"I'm honestly disappointed. unexpected security challenge. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Angry,Critical
email verification stuck.,Authentication & Access,Urgent,High
"Hi LearnSphere Team, 2FA code invalid. Thank you.",Authentication & Access,Urgent,High
"Hello Support, I'm facing an issue where Google sign-in broken. I checked my email spam folder, but nothing changed. Please escalate if necessary.",Authentication & Access,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that can't log in. This problem has persisted for the last few days and is preventing me from using the platform effectively. I checked my email spam folder without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Urgent,Medium
"Hello,

I understand technical problems can happen, but auth server timeout. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Frustrated,Critical
"biling... session expires immediately, plz fix. this keeps happening every time.",Authentication & Access,Confused,High
"This wasn't happening before. Since the latest update, credentials rejected. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Urgent,Critical
"I'm honestly disappointed. can't log in. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Urgent,High
login redirects forever.,Authentication & Access,Frustrated,Medium
 Apple sign-in unavailable. Kindly resolve this soon.,Authentication & Access,Frustrated,Medium
"Hello Support, I'm facing an issue where browser sign-in mismatch. I tried another browser, but nothing changed. ",Authentication & Access,Frustrated,Critical
"Dear LearnSphere Support,

I am writing to formally report that account locked. This problem has persisted for the last few days and is preventing me from using the platform effectively. I switched devices without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Angry,Critical
"Hello,

I understand technical problems can happen, but credentials rejected. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Neutral,Critical
"subscrption... profile inaccessible, plz fix. this keeps happening every time.",Authentication & Access,Confused,Critical
"This wasn't happening before. Since the latest update, SSO not working. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Neutral,High
"I'm honestly disappointed. Apple sign-in unavailable. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Angry,Critical
email verification stuck.,Authentication & Access,Frustrated,Medium
"Hello Support, magic link invalid. Looking forward to your response.",Authentication & Access,Frustrated,Critical
"Good evening, I'm facing an issue where 2FA code invalid. I reinstalled the app, but nothing changed. Please look into this.",Authentication & Access,Frustrated,Critical
"Dear LearnSphere Support,

I am writing to formally report that login loop. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Frustrated,Medium
"Hello,

I understand technical problems can happen, but Google sign-in broken. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Frustrated,Critical
"cnt... magic link invalid, plz fix. this keeps happening every time.",Authentication & Access,Angry,Medium
"This wasn't happening before. Since the latest update, 2FA code invalid. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Confused,Critical
"I'm honestly disappointed. browser sign-in mismatch. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Authentication & Access,Urgent,High
magic link invalid.,Authentication & Access,Angry,High
"Hello Support, SSO not working. Thank you.",Authentication & Access,Angry,High
"To whom it may concern, I'm facing an issue where account disappeared. I even asked a classmate to verify the issue, but nothing changed. Please look into this.",Authentication & Access,Frustrated,Medium
"Dear LearnSphere Support,

I am writing to formally report that unexpected security challenge. This problem has persisted for the last few days and is preventing me from using the platform effectively. I logged out and back in without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Authentication & Access,Frustrated,Medium
"Hello,

I understand technical problems can happen, but SSO not working. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Authentication & Access,Confused,Critical
"pasword... email verification stuck, plz fix. this keeps happening every time.",Authentication & Access,Angry,Medium
"This wasn't happening before. Since the latest update, verification keeps failing. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Authentication & Access,Angry,Medium
